longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,location_name
-118.39,34.28,24,4694,820,3566,777,4.4818,166200,<1H OCEAN,"11601 Fenton Ave, Lake View Terrace, CA 91342, USA"
-122.33,41.86,19,3599,695,1572,601,2.234,58600,INLAND,"VM6C+22 Ager, CA, USA"
-121.89,37.46,5,1519,186,705,186,10.3798,500001,<1H OCEAN,"F465+2X Milpitas, CA, USA"
-118.2,33.89,40,2538,564,2170,541,2.7212,107900,<1H OCEAN,"719 S Thorson Ave, Compton, CA 90221, USA"
-122.18,37.9,36,4760,610,1511,572,9.0064,500001,NEAR BAY,"11 El Gavilan Rd, Orinda, CA 94563, USA"
-117.96,33.82,29,2176,468,1632,428,3.707,180400,<1H OCEAN,"905 S Brookhurst St, Anaheim, CA 92804, USA"
-118.07,33.92,36,1560,320,1348,314,3.622,174000,<1H OCEAN,"12317 Spry St, Norwalk, CA 90650, USA"
-122.08,37.94,44,2185,357,943,366,4.725,232100,NEAR BAY,"5 Elliot Ct, Pleasant Hill, CA 94523, USA"
-121.08,39.02,13,1839,275,752,270,4.2031,209600,INLAND,"11060 Treehenge Ln, Auburn, CA 95602, USA"
-121.67,38.54,13,6141,1019,2553,967,4.2432,326500,INLAND,"G8QJ+X2 El Macero, CA, USA"
-119.11,34.33,14,4026,769,1825,671,3.5541,191800,<1H OCEAN,"279 N Briggs Rd, Santa Paula, CA 93060, USA"
-121.13,39.31,17,3442,705,1693,619,2.8102,128900,INLAND,"15300 Cliff Rd, Nevada City, CA 95959, USA"
-117.8,33.77,29,5436,707,2046,685,8.7496,349500,<1H OCEAN,"19061 Foothill Blvd, North Tustin, CA 92705, USA"
-121.43,38.62,36,1765,438,1008,382,2.0639,73000,INLAND,"1575 Juliesse Ave, Sacramento, CA 95815, USA"
-122.01,37.95,8,3866,539,1555,513,6.0901,298200,NEAR BAY,"XX2R+22 Concord, CA, USA"
-118.46,34.05,21,3639,1002,1489,983,4.6197,387500,<1H OCEAN,"11620 Wilshire Blvd, Los Angeles, CA 90025, USA"
-117.61,34.08,12,4427,833.4,2400,843,4.7147,158700,INLAND,"1924 E Yale St, Ontario, CA 91764, USA"
-118.26,34.24,35,1666,280,788,273,6.6277,344400,<1H OCEAN,"3708 Los Olivos Ln, Glendale, CA 91214, USA"
-118.04,33.81,22,4057,624,2204,643,5.8527,241000,<1H OCEAN,"5100 W Cerritos Ave, Cypress, CA 90630, USA"
-114.65,32.79,21,44,33,64,27,0.8571,25000,INLAND,"Q9Q2+X2 Winterhaven, CA, USA"
-121.43,38.54,44,1879,359,791,345,3.15,101500,INLAND,"3815 64th St, Sacramento, CA 95820, USA"
-118.14,33.93,31,3205,727,1647,664,3.3681,223900,<1H OCEAN,"12030 Downey Ave, Downey, CA 90242, USA"
-118.31,33.91,36,961,173,625,179,4.2596,181100,<1H OCEAN,"13429 S Western Ave # H, Gardena, CA 90249, USA"
-121.02,36.94,33,1541,313,880,272,2.5074,117700,INLAND,848WWXQH+XX
-120.48,37.32,13,3641,897,1737,788,2.1418,130600,INLAND,"649 W Olive Ave, Merced, CA 95348, USA"
-118.78,34.26,24,4072,582,1834,565,6.0487,254500,<1H OCEAN,"Lincoln Park, 1215 First St, Simi Valley, CA 93065, USA"
-118.13,33.81,36,1749,322,855,319,4.6473,227100,<1H OCEAN,"5309 E Canton St, Long Beach, CA 90815, USA"
-121.83,38.45,36,839,158,446,167,2.3438,122700,INLAND,"645 Shasta Ct, Dixon, CA 95620, USA"
-117.1,32.58,33,393,76,330,80,4.1029,122700,NEAR OCEAN,"923 Harwood St, San Diego, CA 92154, USA"
-121.78,38.66,18,4224,632,1907,641,4.8226,139900,INLAND,"205 Monte Vista Dr, Woodland, CA 95695, USA"
-118.7,34.28,25,2377,491,1200,439,4.7083,196100,<1H OCEAN,"4802 Promenade St, Simi Valley, CA 93063, USA"
-117.78,33.68,15,1834,330,841,309,6.0634,234300,<1H OCEAN,"116 Eagle Point, Irvine, CA 92604, USA"
-121.38,38.71,7,4842,935,2857,907,3.9318,133000,INLAND,"3597 Sun Maiden Way, Antelope, CA 95843, USA"
-121.42,38.47,11,5665,1507,3422,1299,2.3343,97800,INLAND,"7980 Bruceville Rd, Sacramento, CA 95823, USA"
-117.38,33.98,10,642,176,462,186,2.1528,162500,INLAND,"4160 Chestnut St, Riverside, CA 92501, USA"
-121.88,37.29,44,2026,396,908,383,4.1406,274100,<1H OCEAN,"2306 Almaden Rd, San Jose, CA 95125, USA"
-117,32.73,17,6050,1143,3424,1131,3.7647,127600,<1H OCEAN,"9160 Ivy Ln, Spring Valley, CA 91977, USA"
-117.43,33.81,13,4770,718,1985,662,4.2273,295200,INLAND,"RH6C+22 Lake Mathews, CA, USA"
-121.29,38.63,24,2868,527,1284,487,3.3182,213000,INLAND,"JPH6+X2 Fair Oaks, CA, USA"
-116.94,32.82,35,1737,285,826,294,3.2411,159200,<1H OCEAN,"1206 Topper Ln, El Cajon, CA 92021, USA"
-117.2,32.8,36,4018,1067,1620,842,2.3599,168400,NEAR OCEAN,"3231 Fontana Ave, San Diego, CA 92117, USA"
-122.22,37.37,26,440,202,322,218,5.1831,350000,NEAR OCEAN,"501 Portola Rd, Portola Valley, CA 94028, USA"
-118.36,33.93,19,3103,918,2033,738,2.6961,212500,<1H OCEAN,"11500 Gale Ave, Hawthorne, CA 90250, USA"
-118.1,34.17,46,1774,315,753,330,4.7241,279600,INLAND,"1393 Valencia Ave, Pasadena, CA 91104, USA"
-117.89,33.82,21,1591,298,904,297,4.8906,179100,<1H OCEAN,"1912 E Clifpark Way, Anaheim, CA 92805, USA"
-122.73,38.43,29,2677,691,1880,664,2.1864,143200,<1H OCEAN,"855 Sebastopol Rd, Santa Rosa, CA 95407, USA"
-121.69,36.62,19,1907,323,681,270,6.0332,244900,<1H OCEAN,"J8C6+22 Creekside, CA, USA"
-122.05,37.95,20,563,107,246,123,5.4482,190800,NEAR BAY,"1120 Carey Dr, Concord, CA 94520, USA"
-118.41,33.89,35,1194,292,507,295,9.0812,500001,<1H OCEAN,"1655-1735 N Valley Dr, Manhattan Beach, CA 90266, USA"
-121.64,37.85,22,1999,415,967,320,4.4583,253900,INLAND,"R9X6+X2 Byron, CA, USA"
-118.02,33.95,36,1705,299,871,296,4.6184,179800,<1H OCEAN,"14347 Carnell St, Whittier, CA 90603, USA"
-122.28,37.49,29,4148,635,1638,627,6.912,457200,NEAR OCEAN,"3160 Melendy Dr, San Carlos, CA 94070, USA"
-118.22,34.52,7,4524,735,2298,717,6.5538,311600,INLAND,"GQ9J+X2 Palmdale, CA, USA"
-118.06,34.06,28,2127,625,3160,620,2.5763,173900,<1H OCEAN,"17 Lyric Wy, South El Monte, CA 91733, USA"
-122.12,37.68,35,1958,484,1146,448,2.95,148900,NEAR BAY,"139 Vía Bolsa, San Lorenzo, CA 94580, USA"
-116.91,33.71,19,6807,1164,2703,1055,3.1591,189700,INLAND,"P36Q+2X Sage, CA, USA"
-118.19,34.04,45,963,234,1194,239,2.1806,134900,<1H OCEAN,"3474 E Cesar E Chavez Ave, East Los Angeles, CA 90063, USA"
-117.97,33.68,26,1616,292,700,241,5.5105,232100,<1H OCEAN,"9061 Annik Dr, Huntington Beach, CA 92646, USA"
-121.94,37.3,30,1758,248,814,256,6.623,332500,<1H OCEAN,"925 Ravenscourt Ave, San Jose, CA 95128, USA"
-118.18,34.01,39,322,82,319,90,2.6364,148800,<1H OCEAN,"4341 E Washington Blvd, Commerce, CA 90023, USA"
-117.71,34.06,27,2127,628,1970,534,1.4722,91300,INLAND,"4329 State St, Montclair, CA 91763, USA"
-120.58,38.77,15,2155,394,857,356,4.03,141200,INLAND,"2760 Romer Blvd, Pollock Pines, CA 95726, USA"
-118.34,33.84,36,1407,231,676,231,5.269,331900,<1H OCEAN,"640 Maple Ave, Torrance, CA 90503, USA"
-121.97,37.93,4,3241,464,1552,494,6.6134,307000,INLAND,"5358 Crystyl Ranch Dr, Concord, CA 94521, USA"
-119.19,35.41,12,2835,471,1399,413,4.4125,149000,INLAND,"5224 Wegis Ave, Bakersfield, CA 93314, USA"
-123.8,39.44,33,2024,459,1019,422,1.9208,93600,<1H OCEAN,"229 S Corry St, Fort Bragg, CA 95437, USA"
-121.59,39.78,16,2754,570,1063,543,1.4048,86500,INLAND,"6733 Clark Rd, Paradise, CA 95969, USA"
-117.69,33.54,20,1767,280,801,284,6.5394,272000,<1H OCEAN,"25201 Hugo Rd, Laguna Niguel, CA 92677, USA"
-119.04,35.37,46,1637,338,714,297,2.1818,75300,INLAND,"1251 Oak St, Bakersfield, CA 93304, USA"
-117.08,32.7,36,2103,390,1279,392,2.4135,97000,NEAR OCEAN,"5314 San Bernardo Terrace, San Diego, CA 92114, USA"
-115.51,33.12,21,1024,218,890,232,2.101,46700,INLAND,"4FCR+22 Calipatria, CA, USA"
-118.69,34.08,23,204,40,117,41,9.7646,500001,NEAR OCEAN,"531 Cold Canyon Rd, Calabasas, CA 91302, USA"
-118.19,34.12,36,2833,720,2148,709,2.7012,172100,<1H OCEAN,"5904 Meridian St, Los Angeles, CA 90042, USA"
-118.14,33.75,39,1995,634,867,567,4.0795,400000,NEAR OCEAN,"QV25+2X Long Beach, CA, USA"
-122.05,37.34,31,1443,215,627,222,6.6087,416500,<1H OCEAN,"1628 S Mary Ave, Sunnyvale, CA 94087, USA"
-121.39,38.61,36,2396,536,1225,515,2.9559,136600,INLAND,"2441 Drayton Dr, Sacramento, CA 95825, USA"
-120.68,35.29,37,1354,293,753,290,3.25,225000,NEAR OCEAN,"273 Hermosa Way, San Luis Obispo, CA 93405, USA"
-122.41,37.65,32,3436,868,2583,817,3.5039,232400,NEAR OCEAN,"PO Box 947 So, South San Francisco, CA 94083, USA"
-117.66,34.13,19,3995,554,1523,509,6.075,254100,INLAND,"1833 N Vallejo Way, Upland, CA 91784, USA"
-118.36,34.17,46,1268,240,661,239,4.0742,229100,<1H OCEAN,"5440 Auckland Ave, North Hollywood, CA 91601, USA"
-118.36,33.88,31,2518,543,1107,508,4.7404,295800,<1H OCEAN,"4726 166th St, Lawndale, CA 90260, USA"
-118.22,34.05,36,1243,470,1668,444,1.0714,137500,<1H OCEAN,"1545 Michigan Ave, Los Angeles, CA 90033, USA"
-118.16,34.14,41,3039,482,973,446,7.4817,500001,<1H OCEAN,"329 S Orange Grove Blvd, Pasadena, CA 91105, USA"
-122.49,37.75,48,2387,424,1041,408,3.7562,321200,NEAR OCEAN,"2748 Pacheco St, San Francisco, CA 94116, USA"
-117.25,32.94,15,1804,339,673,296,5.9806,370500,NEAR OCEAN,"WPQX+XX San Diego, CA, USA"
-117.25,32.86,27,2530,469,594,326,7.2821,500001,NEAR OCEAN,"8476 Westway Dr, La Jolla, CA 92037, USA"
-121.61,39.52,24,1610,324,909,323,1.8661,59800,INLAND,"2049 Plumas Ave, Oroville, CA 95965, USA"
-119.17,34.29,28,731,155,285,162,3.2917,225000,NEAR OCEAN,"10450 Telegraph Rd, Ventura, CA 93004, USA"
-118.01,34.55,2,2701,530,1368,430,4.071,137400,INLAND,"GXXR+X2 Palmdale, CA, USA"
-117.95,34.05,31,2349,539,2028,521,3.494,154500,<1H OCEAN,"1537 California Ave, La Puente, CA 91744, USA"
-117.24,32.79,18,2539,616,964,526,3.4306,275000,NEAR OCEAN,"3892 Roosevelt Ave, San Diego, CA 92109, USA"
-117.97,34.14,33,1328,348,903,329,3.1094,136000,INLAND,"1629 E Huntington Dr, Duarte, CA 91010, USA"
-118.34,34.04,42,2010,494,1203,427,1.9408,134600,<1H OCEAN,"4605 W Washington Blvd, Los Angeles, CA 90016, USA"
-119.28,34.27,44,706,176,399,149,3.0089,166700,NEAR OCEAN,"901 San Pedro St, Ventura, CA 93001, USA"
-118,33.89,34,1932,315,1053,316,5.1377,213300,<1H OCEAN,"15519 Talbot Dr, La Mirada, CA 90638, USA"
-117.24,32.75,41,1989,514,1015,489,2.79,226000,NEAR OCEAN,"4686 Greene St, San Diego, CA 92107, USA"
-118.26,34.16,17,2943,769,1312,656,3.1484,187500,<1H OCEAN,"303 W Glenoaks Blvd, Glendale, CA 91202, USA"
-119.7,34.42,43,1802,557,1490,538,2.675,247900,<1H OCEAN,"810 State St, Santa Barbara, CA 93101, USA"
-117.87,33.6,34,3415,779,1275,718,4.498,482900,<1H OCEAN,"621 Jasmine Ave, Corona Del Mar, CA 92625, USA"
-122.15,37.68,30,2261,443,929,383,4.2841,213400,NEAR BAY,"15458 Farnsworth St, San Leandro, CA 94579, USA"
-118.26,34.23,38,1107,194,518,195,7.5582,263700,<1H OCEAN,"3707 Mayfield Ave, Glendale, CA 91214, USA"
-118.95,35.41,21,3999,727,1889,688,3.875,99500,INLAND,"4004 Crescent Dr, Bakersfield, CA 93306, USA"
-117.89,33.77,35,1799,343,1239,368,3.9219,189600,<1H OCEAN,"1534 W River Ln, Santa Ana, CA 92706, USA"
-117.19,34.05,33,3007,498,1252,488,3.8816,134600,INLAND,"117 Norwood St, Redlands, CA 92373, USA"
-120.59,37.36,11,3946,978,2814,953,2.0179,87300,INLAND,"760 E Bellevue Rd, Atwater, CA 95301, USA"
-122.7,38.35,14,2313,420,954,397,3.7813,146500,<1H OCEAN,"626 Racquet Club Cir, Rohnert Park, CA 94928, USA"
-117.24,32.74,43,2216,375,918,388,5.5289,297700,NEAR OCEAN,"4361 Newport Ave, San Diego, CA 92107, USA"
-122.47,37.77,52,2241,443,1042,377,4.1635,398400,NEAR BAY,"7 Hagiwara Tea Garden Dr, San Francisco, CA 94118, USA"
-122.08,37.4,52,766,203,448,196,2.5208,316700,NEAR BAY,"928 Wright Ave, Mountain View, CA 94043, USA"
-118.36,33.86,34,1865,345,963,302,5.543,305900,<1H OCEAN,"2713 Spreckels Ln, Redondo Beach, CA 90278, USA"
-118.08,34.07,32,4089,975,3775,955,3.29,205500,<1H OCEAN,"3374 Burton Ave, Rosemead, CA 91770, USA"
-117.98,34.08,17,3640,830,3537,807,3.4784,152200,INLAND,"3802 Foster Ave, Baldwin Park, CA 91706, USA"
-120.04,38.86,16,2708,481,712,261,3.7891,117700,INLAND,"1879 Pima St, South Lake Tahoe, CA 96150, USA"
-122.1,37.4,23,1755,508,1374,506,4.3077,293500,NEAR BAY,"2129 University Ave, Mountain View, CA 94040, USA"
-121.96,37.52,26,4211,741,2352,734,5.2396,223900,<1H OCEAN,"42698 Bellwood Ct, Fremont, CA 94538, USA"
-119.08,37.78,17,1631,335,285,128,2.7656,130000,INLAND,"214 Skyline Rd, June Lake, CA 93529, USA"
-118.26,33.99,36,2016,505,1807,464,1.6901,103500,<1H OCEAN,"5716 McKinley Ave, Los Angeles, CA 90011, USA"
-117.27,33.05,15,3333,808,1371,737,2.9083,122400,NEAR OCEAN,"344 Seeman Dr, Encinitas, CA 92024, USA"
-120.26,37.11,33,1097,254,627,253,1.2794,50700,INLAND,"4P5Q+XX Chowchilla, CA, USA"
-118.28,33.88,19,2758,675,2047,591,2.6618,179700,<1H OCEAN,"349 W 168th St, Gardena, CA 90248, USA"
-122.03,37.34,16,1755,410,674,410,5.1602,231200,<1H OCEAN,"1633 Blackhawk Dr, Sunnyvale, CA 94087, USA"
-117.74,34.11,28,3494,566,1391,522,5.3637,214700,INLAND,"1477 Lynoak Dr, Claremont, CA 91711, USA"
-119.64,36.34,32,2958,670,1504,627,1.8606,56700,INLAND,"1320 N Normandie St, Hanford, CA 93230, USA"
-121.84,37.38,34,762,182,611,193,3.5625,201800,<1H OCEAN,"591 N White Rd, San Jose, CA 95127, USA"
-120.49,37.3,35,1313,324,1350,343,1.75,57600,INLAND,"803 W 14th St, Merced, CA 95340, USA"
-118.27,34.16,47,1453,356,787,345,3.0114,255500,<1H OCEAN,"663 W Glenoaks Blvd, Glendale, CA 91202, USA"
-122.08,37.69,36,2350,499,1105,467,3.3021,195700,NEAR BAY,"21233 Orange Ave, Castro Valley, CA 94546, USA"
-118.41,34.15,33,4032,868,1695,869,4.3468,425900,<1H OCEAN,"12712 Moorpark St, Studio City, CA 91604, USA"
-117.28,33.66,15,4573,928,2513,832,2.6949,163600,<1H OCEAN,"MP59+XX Lake Elsinore, CA, USA"
-119.63,36.64,33,1036,181,620,174,3.4107,110400,INLAND,"J9RC+22 Del Rey, CA, USA"
-118.34,33.97,45,2230,364,949,344,5.5,188200,<1H OCEAN,"Alta Mesa Mausoleum, Inglewood, CA 90302, USA"
-118.13,33.78,45,1016,172,361,163,7.5,434500,NEAR OCEAN,"5408 E Oleta St, Long Beach, CA 90815, USA"
-122.01,37.37,25,2213,360,1066,390,7.2165,360900,<1H OCEAN,"932 E Evelyn Ave, Sunnyvale, CA 94086, USA"
-117.87,33.6,35,1598,398,782,411,5.1155,500000,<1H OCEAN,"621 Jasmine Ave, Corona Del Mar, CA 92625, USA"
-118.25,33.97,38,1231,346,1217,354,1.8661,106600,<1H OCEAN,"7672 Parmelee Ave, Los Angeles, CA 90001, USA"
-118.61,34.19,34,703,127,369,127,4.3125,210100,<1H OCEAN,"6552 Farralone Ave, Woodland Hills, CA 91303, USA"
-122.08,37.38,33,2771,659,1496,581,3.4042,353600,NEAR BAY,"1179 Bonita Ave, Mountain View, CA 94040, USA"
-117.71,33.63,16,1641,354,945,318,3.4261,219700,<1H OCEAN,"22922 Plainview Cir, Lake Forest, CA 92630, USA"
-121.02,37.7,16,3476,650,2126,665,3.3438,125400,INLAND,"1517 Rose Garden Ct, Modesto, CA 95356, USA"
-122.54,37.74,42,2006,415,1230,435,4.1786,271100,NEAR OCEAN,"PFQ6+X2 Sunset District, San Francisco, CA, USA"
-118.09,33.87,31,3498,728,2098,697,3.9837,246000,<1H OCEAN,"11430 177th St, Artesia, CA 90701, USA"
-117.13,32.75,28,2279,671,1166,623,1.95,150000,NEAR OCEAN,"3983s 30th St, San Diego, CA 92104, USA"
-117.11,32.74,25,2846,644,2272,632,2.2,98700,NEAR OCEAN,"3927 Thorn St, San Diego, CA 92105, USA"
-118.33,33.98,38,3063,796,2153,721,1.8472,149100,<1H OCEAN,"3319 W 66th St, Los Angeles, CA 90043, USA"
-118.05,33.9,36,1047,227,975,239,3.1897,155000,<1H OCEAN,"14416 Cabrillo Ave, Norwalk, CA 90650, USA"
-118.26,33.78,21,2188,706,2265,652,1.9923,164700,NEAR OCEAN,"236 E Anaheim St, Wilmington, CA 90744, USA"
-119.56,36.53,19,2746,495,1670,518,3.2019,95700,INLAND,"2637 7th Ave Dr, Kingsburg, CA 93631, USA"
-118.28,33.68,8,2842,522,1624,510,3.7282,287500,NEAR OCEAN,"MPJ9+2X Long Beach, CA, USA"
-118.96,35.41,29,3548,729,1542,659,2.947,87100,INLAND,"2931 Crest Dr, Bakersfield, CA 93306, USA"
-122.3,37.9,41,2053,435,873,415,3.4091,223000,NEAR BAY,"1639 El Cerrito Plaza, El Cerrito, CA 94530, USA"
-121.47,38.48,24,2359,462,2048,476,3.2702,67300,INLAND,"3288 Meadowview Rd, Sacramento, CA 95832, USA"
-117.6,33.94,26,2925,575,1921,501,3.1859,153100,INLAND,"14479 Gannet St, Eastvale, CA 92880, USA"
-119.18,36.4,39,1730,310,899,309,2.6648,129200,INLAND,"CR2C+22 Ivanhoe, CA, USA"
-118.61,34.31,4,1949,458,868,398,5.0151,285200,<1H OCEAN,"16100 Browns Canyon Rd, Porter Ranch, CA 91326, USA"
-117.94,33.88,35,1694,296,679,282,4.3333,239300,<1H OCEAN,"808 W Fern Dr, Fullerton, CA 92832, USA"
-117.64,34.08,33,1987,455,1369,475,2.4464,122600,INLAND,"743 E Princeton St, Ontario, CA 91764, USA"
-121.92,36.55,44,3494,635,693,415,3.6,452800,NEAR OCEAN,"03 Junipero St, Carmel-By-The-Sea, CA 93921, USA"
-117.76,33.88,9,4838,759,2090,695,6.6536,307800,<1H OCEAN,"21340 Vía Del Puma, Yorba Linda, CA 92887, USA"
-119.47,35.14,19,4190,690,1973,702,3.9929,88300,INLAND,"403 Pilgrim Ave, Taft, CA 93268, USA"
-118.14,34.13,16,3569,821,1505,783,4.9167,251100,<1H OCEAN,"925 S Oakland Ave, Pasadena, CA 91106, USA"
-121.88,37.32,40,1331,374,1276,389,2.7546,172500,<1H OCEAN,"60 Willow St, San Jose, CA 95110, USA"
-118.14,33.95,37,1462,243,600,236,5.2015,302000,<1H OCEAN,"10631 Horley Ave, Downey, CA 90241, USA"
-116.54,33.87,16,3648,1035,1687,581,1.9167,70400,INLAND,"622 Flamingo Blvd, Palm Springs, CA 92262, USA"
-121.55,40.48,14,2413,524,805,329,2.7857,77400,INLAND,"FFH2+X2 Mineral, CA, USA"
-121.09,38.97,13,1467,221,688,231,5.2536,191900,INLAND,"3535 Skyview Dr, Auburn, CA 95602, USA"
-117.08,32.72,32,2286,468,1741,467,3.0446,101900,NEAR OCEAN,"PW9C+X2 San Diego, CA, USA"
-116.75,32.85,17,4863,845,2266,769,4.2321,217400,<1H OCEAN,"2938 Holly Rd, Alpine, CA 91901, USA"
-122.94,38.5,46,2280,492,807,366,2.6316,117000,<1H OCEAN,"11971 Summerhome Park Rd, Forestville, CA 95436, USA"
-118.46,35.12,16,4084,812,2033,668,3.2405,85500,INLAND,"715 Brentwood Dr, Tehachapi, CA 93561, USA"
-117,32.7,23,2785,468,1456,449,4.3714,131000,NEAR OCEAN,"9220 Camino Lago Vista, Spring Valley, CA 91977, USA"
-119.57,36.7,30,2370,412,1248,410,3.1442,72300,INLAND,"2312 Magnolia Ct, Sanger, CA 93657, USA"
-118.29,34.04,41,659,291,1224,290,2.0817,132500,<1H OCEAN,"1501 W Washington Blvd, Los Angeles, CA 90007, USA"
-122.42,40.44,16,994,245.4,495,181,2.1875,76400,INLAND,"17170 Olinda Rd, Anderson, CA 96007, USA"
-117.88,33.73,32,1947,355,1786,332,4.5726,177500,<1H OCEAN,"1322 S Towner St, Santa Ana, CA 92707, USA"
-117.85,33.62,18,729,105,316,108,10.3893,500001,<1H OCEAN,"1 Monaco, Newport Beach, CA 92660, USA"
-119.47,35.4,32,2167,421,1301,394,1.9718,69800,INLAND,"131 N Main St, Buttonwillow, CA 93206, USA"
-122.26,37.54,16,2118,333,770,318,7.2477,376000,NEAR BAY,"712 Gateshead Ct, Foster City, CA 94404, USA"
-116.86,34.23,13,4760,938,309,132,5.4618,147800,INLAND,"1248 Wolf Creek Ct, Big Bear Lake, CA 92315, USA"
-117.02,32.68,14,3986,675,2065,702,5.7192,267400,NEAR OCEAN,"3027 Sylvia St, Bonita, CA 91902, USA"
-120.79,36.06,29,1916,386,1019,314,2.4881,87500,<1H OCEAN,"3666+22 San Ardo, CA, USA"
-121.58,39.79,19,2636,523,1184,465,2.7863,108600,INLAND,"1696 Sweetbriar Ln, Paradise, CA 95969, USA"
-118.06,34.03,36,21,7,21,9,2.375,175000,<1H OCEAN,"329 Durfee Ave, South El Monte, CA 91733, USA"
-117.04,32.74,33,3880,770,2288,805,3.6848,140700,NEAR OCEAN,"7330 Barkeath Dr, Lemon Grove, CA 91945, USA"
-120.61,35.12,31,1486,345,823,322,2.6974,165400,<1H OCEAN,"1758 W Grand Ave, Grover Beach, CA 93433, USA"
-121.32,37.97,43,2453,490,1093,438,2.9107,88800,INLAND,"2606 Grange Ave, Stockton, CA 95204, USA"
-117.16,33.06,16,1988,279,770,252,5.8661,404500,NEAR OCEAN,"7916 Camino Sin Puente, Rancho Santa Fe, CA 92091, USA"
-117.66,33.51,18,2626,462,1302,522,4.0167,189600,<1H OCEAN,"31102 Rancho Viejo Rd, San Juan Capistrano, CA 92675, USA"
-118.11,34.14,44,3298,615,1417,643,4.1324,434800,<1H OCEAN,"353 S Berkeley Ave, Pasadena, CA 91107, USA"
-122.46,37.76,28,1072,165,363,168,6.1636,367700,NEAR BAY,"1570 5th Ave, San Francisco, CA 94122, USA"
-118.1,34.05,26,1495,328,1296,304,2.913,152300,<1H OCEAN,"1707 Del Mar Ave, Rosemead, CA 91770, USA"
-121.76,36.91,23,1276,437,1359,376,1.9609,155000,<1H OCEAN,"475 Rodriguez St, Watsonville, CA 95076, USA"
-121.88,37.68,23,2234,270,854,286,7.333,337200,INLAND,"4666 Shearwater Rd, Pleasanton, CA 94566, USA"
-118.2,34.04,44,1582,544,1998,515,1.6888,125000,<1H OCEAN,"100 S Dacotah St, Los Angeles, CA 90063, USA"
-121.34,38.55,11,2838,498,1701,504,4.1447,114000,INLAND,"3916 Moonbeam Dr, Sacramento, CA 95827, USA"
-118.7,34.28,27,3536,646,1837,580,4.4964,238300,<1H OCEAN,"4802 Promenade St, Simi Valley, CA 93063, USA"
-122.44,37.76,38,2202,452,833,435,6.8939,455900,NEAR BAY,"26 Caselli Ave, San Francisco, CA 94114, USA"
-117.81,34.12,23,7063,1176,3100,1112,4.8229,192600,INLAND,"1055 N Cataract Ave, San Dimas, CA 91773, USA"
-118.31,33.74,36,2464,472,1111,457,4.5074,350000,NEAR OCEAN,"1506 W 5th St, San Pedro, CA 90732, USA"
-119.68,36.63,39,1237,256,638,239,3.0139,65300,INLAND,"102 E Merced St, Fowler, CA 93625, USA"
-117.19,33.34,15,3310,488,1104,460,6.1009,314400,<1H OCEAN,"2869 Gird Rd, Fallbrook, CA 92028, USA"
-121.87,39.82,11,5103,825,2456,810,4.5032,159700,INLAND,"3676 Keefer Rd, Chico, CA 95973, USA"
-119.79,36.74,52,173,87,401,84,2.1094,75000,INLAND,"2325 Merced St, Fresno, CA 93721, USA"
-116.22,33.72,28,826,258,979,245,1.7172,58800,INLAND,"45225 Towne St, Indio, CA 92201, USA"
-117.94,33.94,26,1962,540,1236,520,2.2156,145000,<1H OCEAN,"1412 Chestnut St, La Habra, CA 90631, USA"
-118.09,34.03,27,3797,597,2043,614,5.5,276800,<1H OCEAN,"2WJ6+22 Montebello, CA, USA"
-118.37,33.98,39,303,69,131,73,4.3438,331800,<1H OCEAN,"1117 W Fairview Blvd, Inglewood, CA 90302, USA"
-121.2,38.67,26,1546,287,773,299,2.9803,115400,INLAND,"9440 Pershing Ave, Orangevale, CA 95662, USA"
-117.12,34.04,25,2495,438,1071,405,4.8173,146600,INLAND,"2VQJ+X2 Redlands, CA, USA"
-118.22,34.12,28,3306,1025,2670,942,3.0919,185400,<1H OCEAN,"4404 Mont Eagle Pl, Los Angeles, CA 90041, USA"
-117.42,34.06,27,2532,495,1305,436,2.9107,143100,INLAND,"17621 Otilla St, Bloomington, CA 92316, USA"
-118.54,34.17,11,1080,174,386,160,6.1274,315900,<1H OCEAN,"5444 Yolanda Ave #210, Tarzana, CA 91356, USA"
-121.22,38.43,20,2054,339,934,336,4.5368,219300,INLAND,"12141 Keating Rd, Wilton, CA 95693, USA"
-122.06,37.37,18,3058,661,1377,675,6.1299,500001,<1H OCEAN,"1288 Parkington Ave, Sunnyvale, CA 94087, USA"
-118.34,34.05,52,2530,458,1122,449,3.9167,321600,<1H OCEAN,"1346 S Tremaine Ave, Los Angeles, CA 90019, USA"
-120.46,37.33,4,786,116,368,109,6.3215,138200,INLAND,"1000 Fawn Ct, Merced, CA 95340, USA"
-120.48,34.9,20,3842,630,2490,662,3.0559,120100,<1H OCEAN,"WG2C+22 Santa Maria, CA, USA"
-119.25,34.28,36,1530,341,703,317,3.5819,231900,NEAR OCEAN,"402 Lynn Dr, Ventura, CA 93003, USA"
-122.19,37.74,36,847,212,567,159,1.1765,87100,NEAR BAY,"PRQ5+XX Oakland, CA, USA"
-122.66,38.47,23,2246,437,1035,386,3.7617,172600,<1H OCEAN,"5065 Algiers Ave, Santa Rosa, CA 95409, USA"
-122.02,37.39,35,2297,497,1428,497,4.7431,239700,<1H OCEAN,"607 Morse Ave, Sunnyvale, CA 94085, USA"
